(7.0:19.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],(11.0:19.0],(17.0:19.0],[0.0:9.0],(7.0:19.0],[0.0:11.0],(10.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],(5.0:19.0],(11.0:19.0],(11.0:19.0],[0.0:2.0],(18.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],(11.0:19.0],(15.0:19.0],[0.0:6.0],[0.0:3.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],(11.0:19.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],(10.0:19.0],[0.0:11.0],[0.0:5.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],(15.0:19.0],[0.0:9.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],(2.0:19.0],(9.0:19.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:12.0],[0.0:3.0],[0.0:9.0],(11.0:19.0],[0.0:2.0],[0.0:14.0],[0:19],[0:19],[0:19],(6.0:19.0],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],(11.0:19.0],[0.0:17.0],(11.0:19.0],(3.0:19.0],(9.0:19.0],[0.0:11.0],[0.0:5.0],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],(9.0:19.0],[0.0:12.0],(5.0:19.0],[0.0:8.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],[0.0:12.0],[0.0:15.0],[0.0:8.0],[0.0:10.0],(10.0:19.0],(15.0:19.0],[0.0:5.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],(5.0:19.0],[0.0:10.0],[0.0:10.0],[0.0:5.0],(16.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],(15.0:19.0],[0.0:12.0],(5.0:19.0],(8.0:19.0],[0.0:11.0],[0.0:6.0],(15.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],(12.0:19.0],(16.0:19.0],(9.0:19.0],[0.0:5.0],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],[0.0:2.0],(11.0:19.0],(11.0:19.0],(15.0:19.0],(12.0:19.0],[0.0:5.0],[0.0:9.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],[0.0:12.0],[0.0:15.0],(7.0:19.0],(3.0:19.0],[0.0:9.0],[0.0:11.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],[0.0:12.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],[0.0:10.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],(5.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:6.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],[0.0:12.0],[0.0:15.0],[0.0:7.0],(5.0:19.0],[0.0:9.0],[0.0:14.0],[0:19],[0.0:2.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],(11.0:19.0],(15.0:19.0],(12.0:19.0],(3.0:19.0],(11.0:19.0],[0.0:7.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],[0.0:9.0],(5.0:19.0],(8.0:19.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],(2.0:19.0],(14.0:19.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],(12.0:19.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],[0.0:10.0],(11.0:19.0],(2.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],(15.0:19.0],(11.0:19.0],[0.0:5.0],[0.0:10.0],[0.0:11.0],[0.0:5.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],[0.0:11.0],(16.0:19.0],(12.0:19.0],[0.0:3.0],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],[0.0:2.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],[0.0:15.0],(12.0:19.0],[0.0:5.0],(9.0:19.0],[0.0:11.0],[0.0:5.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:10.0],[0.0:12.0],(5.0:19.0],[0.0:8.0],[0:19],[0:19],(12.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],[0.0:15.0],[0.0:12.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],(5.0:19.0],(9.0:19.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:12.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],(15.0:19.0],[0.0:5.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],(9.0:19.0],(15.0:19.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],(12.0:19.0],[0.0:15.0],[0.0:9.0],(5.0:19.0],[0.0:10.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:10.0],(12.0:19.0],(5.0:19.0],(14.0:19.0],[0:19],[0:19],[0.0:10.0],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],[0.0:9.0],[0.0:6.0],[0.0:8.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],(5.0:19.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],(11.0:19.0],[0.0:17.0],[0.0:11.0],[0.0:5.0],(9.0:19.0],[0.0:11.0],(2.0:19.0],[0:19],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:12.0],[0.0:5.0],(8.0:19.0],[0.0:11.0],[0:19],[0.0:14.0],(15.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],[0.0:2.0],(11.0:19.0],(11.0:19.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],(9.0:19.0],(11.0:19.0],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],(15.0:19.0],[0.0:12.0],(5.0:19.0],(8.0:19.0],(11.0:19.0],[0.0:5.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:10.0],(12.0:19.0],(5.0:19.0],[0.0:14.0],[0:19],(16.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],(15.0:19.0],[0.0:12.0],(5.0:19.0],(8.0:19.0],(11.0:19.0],(5.0:19.0],[0:19],(12.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],(15.0:19.0],[0.0:11.0],[0.0:3.0],[0.0:11.0],[0.0:11.0],[0.0:9.0],[0.0:14.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:11.0],[0.0:14.0],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],(5.0:19.0],(10.0:19.0],[0.0:11.0],[0.0:5.0],[0.0:14.0],[0:19],(13.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],[0.0:12.0],[0.0:15.0],[0.0:7.0],(3.0:19.0],[0.0:12.0],[0.0:13.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],(9.0:19.0],(11.0:19.0],[0.0:9.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],(9.0:19.0],(10.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],[0.0:15.0],[0.0:12.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],[0.0:5.0],[0.0:16.0],(12.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],[0.0:11.0],[0.0:16.0],(9.0:19.0],[0.0:3.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],(9.0:19.0],(11.0:19.0],[0.0:2.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],[0.0:5.0],(14.0:19.0],(12.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:11.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],(5.0:19.0],[0:19],[0.0:9.0],[0:19],[0.0:3.0],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],(9.0:19.0],[0.0:11.0],(5.0:19.0],[0.0:14.0],[0:19],[0.0:8.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],[0.0:15.0],(12.0:19.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],(5.0:19.0],[0:19],[0.0:9.0],[0.0:5.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],(11.0:19.0],(17.0:19.0],[0.0:12.0],[0.0:3.0],(9.0:19.0],[0.0:11.0],(2.0:19.0],[0:19],(12.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],(12.0:19.0],(5.0:19.0],[0.0:10.0],(11.0:19.0],[0.0:9.0],[0:19],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:11.0],[0.0:14.0],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],(11.0:19.0],[0.0:17.0],(11.0:19.0],[0.0:3.0],(9.0:19.0],(11.0:19.0],[0.0:6.0],[0:19],[0:19],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],[0.0:11.0],(11.0:19.0],[0.0:6.0],[0.0:9.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],[0.0:9.0],(11.0:19.0],[0:19],[0:19],(16.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],(12.0:19.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],[0.0:6.0],[0:19],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],(9.0:19.0],(12.0:19.0],[0.0:5.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],(11.0:19.0],[0.0:13.0],[0.0:8.0],(5.0:19.0],(8.0:19.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],[0.0:2.0],(11.0:19.0],(11.0:19.0],[0.0:15.0],(9.0:19.0],[0.0:3.0],[0.0:17.0],(11.0:19.0],[0.0:5.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],[0.0:9.0],(11.0:19.0],[0:19],[0:19],(16.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],(5.0:19.0],[0.0:9.0],(11.0:19.0],[0.0:5.0],(15.0:19.0],[0.0:15.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],(12.0:19.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],[0.0:11.0],(16.0:19.0],(12.0:19.0],[0.0:3.0],[0.0:8.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],(11.0:19.0],(17.0:19.0],(12.0:19.0],(3.0:19.0],[0.0:9.0],[0.0:11.0],[0.0:9.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:11.0],(5.0:19.0],[0.0:8.0],(11.0:19.0],[0.0:5.0],[0.0:16.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],(11.0:19.0],(15.0:19.0],[0.0:12.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],[0.0:7.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(12.0:19.0],(15.0:19.0],[0.0:9.0],(10.0:19.0],[0.0:11.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],(11.0:19.0],(11.0:19.0],(2.0:19.0],[0.0:14.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],(15.0:19.0],(9.0:19.0],(3.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:6.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],[0.0:4.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],[0.0:8.0],[0.0:5.0],[0.0:9.0],[0.0:15.0],[0.0:2.0],[0:19],[0:19],[0:19],[0.0:3.0],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:9.0],[0.0:11.0],[0.0:2.0],(16.0:19.0],[0:19],[0.0:13.0],[0.0:3.0],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],[0.0:12.0],(15.0:19.0],[0.0:7.0],[0.0:3.0],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],[0.0:11.0],[0.0:15.0],(11.0:19.0],[0.0:5.0],[0.0:9.0],[0.0:14.0],[0:19],[0.0:9.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],(11.0:19.0],[0.0:15.0],[0.0:9.0],(5.0:19.0],(9.0:19.0],(11.0:19.0],(0.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
(7.0:19.0],[0.0:6.0],[0.0:2.0],[0.0:11.0],[0.0:11.0],[0.0:17.0],(11.0:19.0],[0.0:5.0],(9.0:19.0],[0.0:11.0],[0.0:2.0],[0.0:2.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:11.0],[0.0:5.0],(9.0:19.0],[0.0:11.0],[0.0:5.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],(11.0:19.0],[0.0:5.0],[0.0:14.0],[0:19],(13.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:15.0],[0.0:9.0],[0.0:5.0],[0.0:11.0],[0.0:11.0],(8.0:19.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],(12.0:19.0],(16.0:19.0],[0.0:9.0],(8.0:19.0],[0.0:9.0],[0.0:11.0],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],(11.0:19.0],[0.0:15.0],[0.0:12.0],(5.0:19.0],(9.0:19.0],(14.0:19.0],[0.0:5.0],[0:19],[0.0:12.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],(13.0:19.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],[0.0:5.0],[0.0:9.0],(11.0:19.0],[0.0:5.0],(14.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],(12.0:19.0],[0.0:7.0],(8.0:19.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],(6.0:19.0],[0.0:4.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],(9.0:19.0],[0.0:5.0],(9.0:19.0],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],(4.0:19.0],(11.0:19.0],[0.0:12.0],[0.0:15.0],(6.0:19.0],[0.0:6.0],[0.0:9.0],[0:19],[0.0:5.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],(15.0:19.0],[0.0:9.0],[0.0:5.0],(9.0:19.0],(11.0:19.0],[0.0:15.0],[0.0:8.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],(6.0:19.0],(4.0:19.0],[0.0:11.0],[0.0:12.0],(15.0:19.0],[0.0:9.0],[0.0:6.0],(8.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
[0.0:7.0],[0.0:6.0],(2.0:19.0],[0.0:11.0],[0.0:11.0],[0.0:15.0],(9.0:19.0],(5.0:19.0],[0.0:9.0],[0.0:11.0],(2.0:19.0],[0:19],(11.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:12.0],[0.0:5.0],[0.0:8.0],[0.0:11.0],(2.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
(7.0:19.0],[0.0:6.0],(2.0:19.0],(11.0:19.0],[0.0:11.0],(15.0:19.0],[0.0:12.0],(5.0:19.0],[0.0:11.0],[0.0:11.0],(5.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],1
[0.0:7.0],[0.0:6.0],[0.0:2.0],[0.0:13.0],[0.0:11.0],[0.0:15.0],[0.0:12.0],[0.0:5.0],[0.0:9.0],(11.0:19.0],(5.0:19.0],[0.0:16.0],(9.0:19.0],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],[0:19],0
